rank,name,king,pic,dir,intro
228,英国病人,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,"
                            导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...","In memory, love lives forever..."
229,步履不停,8.8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...",日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
230,疯狂的石头,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin",中国版《两杆大烟枪》。
231,燕尾蝶,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,"
                            导演: 岩井俊二 Shunji Iwai   主演: 恰拉 Chara / 伊藤步 Ayumi Ito / 三上...",现实与童话交相辉映的旅程。
232,非常嫌疑犯,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470383576.jpg,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...",我不信仰上帝，但我敬畏上帝。
233,勇士,8.9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,"
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...",热血沸腾，相当完美的娱乐拳击大餐。
234,彗星来的那一夜,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...",小成本大魅力。
235,国王的演讲,8.3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,"
                            导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...",皇上无话儿。
236,叫我第一名,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628364149.jpg,"
                            导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...",乐观比一切都有力量。
237,血钻,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...",每个美丽事物背后都是滴血的现实。
238,穆赫兰道,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,"
                            导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...",大卫·林奇的梦境迷宫。
241,上帝也疯狂,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg,"
                            导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau",纯净原始的笑与感动。
242,枪火,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,"
                            导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...",一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
243,我爱你,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...",你要相信，这世上真的有爱存在，不管在什么年纪
244,遗愿清单,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...",用剩余不多的时间，去燃烧整个生命。
245,大卫·戈尔的一生,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg,"
                            导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...",捍卫人权只是信仰，一点不妨碍其行为的残忍。
246,黑鹰坠落,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...",还原真实而残酷的战争。
247,荒岛余生,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207673537.jpg,"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...",一个人的独角戏。
248,蓝色大门,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584822570.jpg,"
                            导演: 易智言 Chih-yen Yee   主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...",青春的窃窃私语。
249,千钧一发,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...",一部能引人思考的科幻励志片。
250,爱·回家,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2107418134.jpg,"
                            导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...",献给所有外婆的电影。
